time;Va;Vb;Vc;ia;ib;ic;id;iq;Te;theta_r;omega_r;iq_ref;duty_a;duty_b;duty_c
0.000740;0.001514;13.873844;-13.875362;0.000102;2.423029;-2.423130;-0.000080;2.778098;0.419690;-0.000008;-0.008874;5.402201;0.500019;0.615622;0.384378
0.000750;0.001522;13.780170;-13.781693;0.000104;2.439940;-2.440044;-0.000081;2.797931;0.422619;-0.000008;-0.008568;5.403573;0.500019;0.614841;0.385159
0.000760;0.001534;13.687988;-13.689510;0.000107;2.456592;-2.456699;-0.000081;2.817460;0.425503;-0.000008;-0.008254;5.404929;0.500019;0.614073;0.385927
0.000770;0.001530;13.597256;-13.598801;0.000109;2.472989;-2.473099;-0.000082;2.836690;0.428344;-0.000008;-0.007933;5.406271;0.500019;0.613317;0.386683
0.000780;0.001545;13.507969;-13.509518;0.000112;2.489135;-2.489247;-0.000082;2.855625;0.431140;-0.000008;-0.007605;5.407599;0.500019;0.612573;0.387427
0.000790;0.001549;13.420109;-13.421658;0.000115;2.505033;-2.505148;-0.000083;2.874270;0.433894;-0.000009;-0.007270;5.408913;0.500019;0.611841;0.388159
0.000800;0.001553;13.333633;-13.335194;0.000117;2.520689;-2.520806;-0.000083;2.892630;0.436606;-0.000009;-0.006929;5.410212;0.500019;0.611120;0.388880
0.000810;0.001549;13.248547;-13.250103;0.000120;2.536104;-2.536224;-0.000083;2.910708;0.439276;-0.000009;-0.006581;5.411498;0.500019;0.610411;0.389589
0.000820;0.001556;13.164799;-13.166363;0.000122;2.551284;-2.551407;-0.000083;2.928510;0.441906;-0.000009;-0.006226;5.412770;0.500019;0.609713;0.390287
0.000830;0.001560;13.082397;-13.083950;0.000125;2.566232;-2.566357;-0.000084;2.946040;0.444495;-0.000009;-0.005865;5.414028;0.500019;0.609026;0.390974
0.000840;0.001560;13.001297;-13.002853;0.000128;2.580951;-2.581079;-0.000083;2.963301;0.447045;-0.000009;-0.005497;5.415274;0.500019;0.608351;0.391649
0.000850;0.001556;12.921482;-12.923042;0.000130;2.595445;-2.595576;-0.000083;2.980299;0.449556;-0.000009;-0.005123;5.416506;0.500019;0.607686;0.392314
0.000860;0.001560;12.842941;-12.844501;0.000133;2.609718;-2.609851;-0.000083;2.997037;0.452028;-0.000009;-0.004743;5.417726;0.500019;0.607031;0.392969
0.000870;0.001556;12.765652;-12.767200;0.000135;2.623773;-2.623909;-0.000083;3.013520;0.454463;-0.000009;-0.004357;5.418932;0.500019;0.606387;0.393613
0.000880;0.001553;12.689590;-12.691147;0.000138;2.637614;-2.637752;-0.000083;3.029751;0.456860;-0.000009;-0.003965;5.420127;0.500019;0.605753;0.394247
0.000890;0.001549;12.614742;-12.616291;0.000140;2.651243;-2.651384;-0.000082;3.045734;0.459221;-0.000009;-0.003567;5.421309;0.500019;0.605129;0.394871
0.000900;0.001541;12.541084;-12.542637;0.000143;2.664665;-2.664808;-0.000082;3.061473;0.461546;-0.000009;-0.003163;5.422479;0.500019;0.604515;0.395485
0.000910;0.001537;12.468594;-12.470142;0.000145;2.677882;-2.678028;-0.000081;3.076973;0.463835;-0.000009;-0.002753;5.423637;0.500019;0.603911;0.396089
0.000920;0.001534;12.397270;-12.398800;0.000147;2.690898;-2.691046;-0.000080;3.092236;0.466090;-0.000009;-0.002338;5.424784;0.500019;0.603317;0.396683
0.000930;0.001522;12.327076;-12.328606;0.000150;2.703715;-2.703866;-0.000080;3.107267;0.468310;-0.000009;-0.001917;5.425918;0.500019;0.602732;0.397268
0.000940;0.001514;12.257999;-12.259521;0.000152;2.716337;-2.716491;-0.000079;3.122068;0.470497;-0.000009;-0.001491;5.427042;0.500019;0.602156;0.397844
0.000950;0.001507;12.190029;-12.191536;0.000155;2.728768;-2.728923;-0.000078;3.136645;0.472650;-0.000009;-0.001059;5.428154;0.500019;0.601590;0.398410
0.000960;0.001495;12.123142;-12.124645;0.000157;2.741009;-2.741167;-0.000077;3.150999;0.474770;-0.000009;-0.000622;5.429255;0.500019;0.601032;0.398968
0.000970;0.001480;12.057316;-12.058807;0.000159;2.753064;-2.753224;-0.000076;3.165135;0.476859;-0.000009;-0.000180;5.430345;0.500019;0.600484;0.399516
0.000980;0.001472;11.992550;-11.994019;0.000161;2.764936;-2.765098;-0.000075;3.179057;0.478915;-0.000009;0.000267;5.431424;0.500018;0.599944;0.400056
0.000990;0.001457;11.928802;-11.930267;0.000164;2.776627;-2.776792;-0.000073;3.192767;0.480940;-0.000009;0.000719;5.432493;0.500018;0.599413;0.400587
0.001000;0.001446;11.866085;-11.867527;0.000166;2.788141;-2.788308;-0.000072;3.206268;0.482935;-0.000009;0.001177;5.433551;0.500018;0.598890;0.401110
0.001010;0.001431;11.804371;-11.805798;0.000168;2.799480;-2.799649;-0.000070;3.219564;0.484899;-0.000009;0.001639;5.434599;0.500018;0.598376;0.401624
0.001020;0.001411;11.743633;-11.745049;0.000170;2.810648;-2.810819;-0.000069;3.232659;0.486833;-0.000009;0.002106;5.435637;0.500018;0.597870;0.402130
0.001030;0.001392;11.683872;-11.685268;0.000172;2.821646;-2.821819;-0.000067;3.245555;0.488738;-0.000009;0.002578;5.436665;0.500017;0.597371;0.402629
0.001040;0.001377;11.625065;-11.626442;0.000174;2.832477;-2.832652;-0.000065;3.258255;0.490614;-0.000009;0.003054;5.437683;0.500017;0.596881;0.403119
0.001050;0.001354;11.567196;-11.568550;0.000176;2.843144;-2.843321;-0.000063;3.270764;0.492462;-0.000009;0.003536;5.438691;0.500017;0.596399;0.403601
0.001060;0.001335;11.510258;-11.511589;0.000178;2.853650;-2.853829;-0.000062;3.283082;0.494282;-0.000009;0.004021;5.439689;0.500017;0.595924;0.404076
0.001070;0.001320;11.454224;-11.455536;0.000180;2.863997;-2.864177;-0.000059;3.295214;0.496074;-0.000009;0.004511;5.440678;0.500016;0.595457;0.404543
